epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7152083516120911,0.788114070892334,1.220639705657959,0.8299999833106995,0.8739805221557617,0.6441580057144165
1,0.8322916626930237,0.8724555969238281,0.561224102973938,0.8475000262260437,0.8930957913398743,0.47263309359550476
2,0.8525000214576721,0.8912601470947266,0.4614185690879822,0.871666669845581,0.9121791124343872,0.3990829586982727
3,0.8739583492279053,0.9030063152313232,0.4087185561656952,0.8799999952316284,0.9273180961608887,0.35858988761901855
4,0.8866666555404663,0.9180514812469482,0.36833012104034424,0.8966666460037231,0.9377014636993408,0.321831613779068
